,serie,martinez,lacalle,total_19_bal,fa_19,multi_19,fa,core,orsi,delgado
22,ALB,47.680157946692994,52.319842053307006,1013.0,41.89453125,52.9296875,43.34398296059638,51.86368477103301,44.34398296059638,55.65601703940362
23,AMA,52.35264982664686,47.64735017335314,4038.0,44.36164927968206,49.60258320914059,49.23747276688453,45.17066085693536,50.23747276688453,49.76252723311547
24,AMB,50.07012622720898,49.92987377279102,713.0,44.917582417582416,50.13736263736264,47.3257698541329,48.62236628849271,48.3257698541329,51.6742301458671
25,ANA,44.48275862068966,55.51724137931034,870.0,38.628571428571426,56.8,44.40928270042194,51.265822784810126,45.40928270042194,54.59071729957806
26,ANB,39.361702127659576,60.63829787234043,940.0,34.49419568822554,61.111111111111114,39.40020682523268,55.53257497414684,40.40020682523268,59.59979317476732
27,AOA,42.55813953488372,57.44186046511628,860.0,36.384704519119346,58.516801853997684,38.23163138231631,57.907845579078455,39.23163138231631,60.76836861768369
28,AOB,47.39756367663344,52.602436323366554,903.0,42.998897464167584,53.36273428886439,44.6060606060606,52.0,45.6060606060606,54.3939393939394
29,APA,59.86892242036275,40.13107757963725,6561.0,50.6,43.01538461538462,57.12626995645863,37.80841799709724,58.12626995645863,41.87373004354137
30,APB,51.55807365439094,48.44192634560906,1059.0,46.45222327341533,49.66887417218543,51.45631067961165,44.90291262135922,52.45631067961165,47.54368932038835
31,AQA,48.6586007364545,51.341399263545505,1901.0,42.24908039936942,53.75722543352602,45.679839249832554,49.43067649028801,46.679839249832554,53.320160750167446
32,AQB,45.97970335675254,54.02029664324747,1281.0,39.652448657187996,56.00315955766193,46.11553784860558,50.298804780876495,47.11553784860558,52.88446215139442
33,ARA,57.47565747565747,42.52434252434252,10989.0,48.482355092338636,45.32821356737978,53.24652472285764,41.87049093788492,54.24652472285764,45.75347527714236
34,ARB,46.22144112478031,53.77855887521969,1707.0,40.44679600235156,54.614932392710166,44.871794871794876,51.28205128205128,45.871794871794876,54.128205128205124
35,ASA,52.28454680534919,47.71545319465082,5384.0,43.638724035608305,50.38946587537092,49.4648764351041,45.16442887721347,50.4648764351041,49.5351235648959
36,ASB,48.524923702950154,51.475076297049846,983.0,41.123370110330995,53.56068204613841,44.2019099590723,50.75034106412005,45.2019099590723,54.7980900409277
37,ATA,51.805431214562816,48.194568785437184,3351.0,44.550327575938056,50.268016676593206,48.25090470446321,47.10494571773221,49.25090470446321,50.74909529553679
38,ATB,46.95676905574516,53.04323094425484,3516.0,40.011383039271486,54.83779169038133,43.79915305505142,51.542649727767696,44.79915305505142,55.20084694494858
39,AUA,52.21997195824895,47.78002804175105,6419.0,45.74484576034723,48.9691520694466,48.488352882868,46.75367586320832,49.488352882868,50.511647117132
40,AUB,51.2329286798179,48.76707132018209,5272.0,43.92134619020609,50.8980903762526,47.43788819875777,48.059006211180126,48.43788819875777,51.56211180124223
41,AVA,48.504366812227076,51.495633187772924,9160.0,41.377063423110336,53.06255430060816,45.70582428430405,49.69836569046835,46.70582428430405,53.29417571569595
42,AVB,42.736156351791536,57.263843648208464,3070.0,37.03346203346204,58.26898326898327,39.916126572626766,56.4620663362562,40.916126572626766,59.083873427373234
43,AXA,39.334372669965425,60.66562733003457,14753.0,32.632796028021495,62.49064816704074,35.14303186790786,61.418767411836654,36.14303186790786,63.85696813209214
44,AXB,26.991782779564126,73.00821722043587,16794.0,22.452852567904163,74.1904874866564,23.670605612998525,73.47365829640572,24.670605612998525,75.32939438700147
45,AZA,44.07661385670371,55.923386143296284,16916.0,36.92307692307693,57.74241084585911,40.85124520489558,55.13000060890215,41.85124520489558,58.14875479510442
46,AZB,28.121319199057716,71.87868080094229,10188.0,23.672349598275524,73.143249069175,25.47726136931534,71.72413793103448,26.47726136931534,73.52273863068466
47,AZZ,47.6812990229806,52.318700977019404,7267.0,34.66365815822874,60.38640530249613,47.67582251735587,46.86085119227287,48.67582251735587,51.32417748264413
48,BAA,45.80800481492627,54.19199518507373,16615.0,38.85662975157139,56.079018258006585,41.845333994299175,54.455322840500685,42.845333994299175,57.154666005700825
49,BAB,56.3733552631579,43.62664473684211,19456.0,48.25731719929672,46.26124728513807,52.463107638888886,42.67578125,53.463107638888886,46.536892361111114
50,BBA,60.857176777870116,39.14282322212988,16846.0,52.421823419962784,42.914590960926716,58.19935691318327,37.258842443729904,59.19935691318327,40.80064308681673
51,BBB,55.88329798856114,44.11670201143885,15561.0,48.26050474407797,47.008326340928164,53.26714547246867,41.98000281650471,54.26714547246867,45.73285452753133
52,BBC,59.29203539823009,40.707964601769916,1243.0,49.26590538336052,45.43230016313214,56.888888888888886,38.5,57.888888888888886,42.111111111111114
53,BBD,67.72451046590142,32.27548953409858,1481.0,59.084791386271874,37.3485868102288,60.3713768115942,35.733695652173914,61.3713768115942,38.6286231884058
54,BCA,47.804503090670345,52.19549690932966,31223.0,41.303025452217064,53.78581719225228,44.571038349566905,51.63713474463573,45.571038349566905,54.428961650433095
55,BCB,64.15441176470588,35.845588235294116,28288.0,55.64671470357423,39.35221516729685,60.21234981838502,35.14150001995769,61.21234981838502,38.78765018161498
56,BCC,40.85826722468611,59.14173277531388,16009.0,33.51644921655534,60.565578375678875,36.9465466897086,58.69137715273226,37.9465466897086,62.0534533102914
57,BCD,19.268693508627774,80.73130649137222,12170.0,15.215595572443416,81.22418635387412,15.692901979719942,81.41799452760341,16.69290197971994,83.30709802028005
58,BCE,62.13501952761763,37.86498047238237,5377.0,51.91124370688047,42.19653179190752,55.808123015209766,39.04395788066188,56.808123015209766,43.191876984790234
59,BCF,41.77816901408451,58.22183098591549,5680.0,33.69144064811553,61.16590348714335,36.29032258064516,59.487666034155595,37.29032258064516,62.70967741935484
60,BCG,70.01630656339177,29.983693436608235,4906.0,59.698720594304575,35.69954601733389,63.860879731112085,31.740464708461204,64.86087973111208,35.13912026888792
61,BDA,54.6589848401944,45.34101515980559,31069.0,47.37934613388687,48.97184743124027,52.775775054073534,42.951466626190566,53.775775054073534,46.224224945926466
62,BDB,62.010018785222286,37.98998121477771,31940.0,53.79251323338299,42.086912421946806,59.40600586742262,36.24946435046313,60.40600586742262,39.59399413257738
63,BDC,58.522921363667415,41.47707863633258,14637.0,48.92260791242292,48.0565371024735,56.522029818813934,39.29263889817477,57.522029818813934,42.477970181186066
64,BDD,56.549257017061095,43.45074298293891,7268.0,47.54785524661171,49.364258767640074,53.43024045645972,42.61649232441245,54.43024045645972,45.56975954354028
65,BDE,63.68071733110633,36.31928266889368,22751.0,52.68970431065194,43.82793017456359,59.85446985446985,35.854469854469855,60.85446985446985,39.14553014553015
66,BDF,68.22021555490825,31.779784445091757,3433.0,57.05865016209843,39.905688181550246,64.09298464092986,32.233291822332916,65.09298464092986,34.907015359070144
67,BEA,58.235294117647065,41.76470588235294,3400.0,50.767867690490256,43.88659184878913,54.059962523422854,40.755777638975644,55.059962523422854,44.940037476577146
68,BEB,51.75438596491229,48.24561403508772,1026.0,46.60287081339713,48.516746411483254,48.57849196538937,46.35352286773795,49.57849196538937,50.42150803461063
69,BFA,53.234811165845656,46.76518883415435,3045.0,44.91609081934847,49.58868048700231,50.87598763311577,44.417725867399525,51.87598763311577,48.12401236688423
70,BFB,50.43988269794721,49.56011730205279,341.0,40.44776119402985,54.02985074626866,47.939262472885034,46.85466377440348,48.939262472885034,51.060737527114966
71,BGA,62.54627725215961,37.453722747840395,4862.0,53.16377171215881,41.02564102564102,57.847003154574125,37.046529968454266,58.847003154574125,41.152996845425875
72,BGB,52.512998266897746,47.487001733102254,577.0,47.72727272727273,46.5034965034965,49.37106918238994,46.698113207547166,50.37106918238994,49.62893081761006
73,BHA,46.92307692307692,53.07692307692308,520.0,42.10526315789473,52.43664717348928,50.77160493827161,45.21604938271605,51.77160493827161,48.22839506172839
74,BHB,52.71084337349398,47.28915662650602,332.0,46.82779456193353,48.036253776435046,48.13084112149533,48.286604361370706,49.13084112149533,50.86915887850467
75,BIA,50.176056338028175,49.82394366197183,568.0,44.7787610619469,50.26548672566372,48.822605965463104,48.037676609105176,49.822605965463104,50.177394034536896
76,BIB,47.697974217311234,52.302025782688766,543.0,42.193308550185876,51.858736059479554,52.48120300751879,43.15789473684211,53.48120300751879,46.51879699248121
77,BJA,57.20422616974341,42.79577383025659,8613.0,49.502050380785,45.37785588752196,53.76687116564417,41.16564417177915,54.76687116564417,45.23312883435583
78,BJB,52.7768911586339,47.2231088413661,6266.0,46.01051122790253,48.47905717470935,49.726100017670966,45.37904223361018,50.726100017670966,49.273899982329034
79,BKA,59.64136575779907,40.358634242200935,4071.0,51.41158989598811,42.89252105002477,58.335549056102096,37.038021802712045,59.335549056102096,40.664450943897904
80,BKB,56.04612850082372,43.95387149917628,3035.0,48.14449917898194,45.812807881773395,52.42026266416511,41.275797373358344,53.42026266416511,46.57973733583489
81,BLA,56.627847234115436,43.37215276588457,11678.0,48.151977255104676,46.26518480227449,52.06035471631518,43.30715609282626,53.06035471631518,46.93964528368482
82,BLB,53.31132659376934,46.688673406230656,14541.0,45.81808135920989,49.029629118033014,49.95661605206074,45.68329718004338,50.95661605206074,49.04338394793926
83,BMA,56.086729362591434,43.913270637408566,11484.0,47.75780841039958,46.5538300471122,53.43440880096145,41.98021632615328,54.43440880096145,45.56559119903855
84,BMB,58.09027392702673,41.90972607297327,9017.0,49.905207984833275,44.54109512657522,54.35453251067869,41.06549596582819,55.35453251067869,44.64546748932131
85,BNA,57.85310734463277,42.14689265536723,18585.0,50.289957183892476,44.58294943363504,55.65461943513643,39.80373384394447,56.65461943513643,43.34538056486357
86,BNB,60.62914940070401,39.37085059929599,22443.0,52.42142182652098,43.52713701155628,58.40193017314789,37.501182704134735,59.40193017314789,40.59806982685211
87,BNC,65.19464210966932,34.80535789033068,4778.0,54.84549085558125,40.59281059491276,60.58991436726927,35.01427212178877,61.58991436726927,38.41008563273073
88,BOA,64.31641902625923,35.68358097374077,21402.0,54.77818941768785,42.74247173933694,61.55351292318893,34.56497997815799,62.55351292318893,37.44648707681107
89,BOB,55.218092291603114,44.78190770839688,22949.0,46.32310874444396,50.363068256832285,53.214774281805745,42.421340629274965,54.214774281805745,45.785225718194255
90,BPA,61.77706914045514,38.22293085954486,6899.0,54.034984565632804,40.95252094664119,58.80865855585401,36.324853847369255,59.80865855585401,40.19134144414599
91,BPB,54.42238267148014,45.57761732851986,4432.0,46.510570584223686,48.71561718572403,53.010625737898465,42.47933884297521,54.010625737898465,45.989374262101535
92,BQA,50.23994515539305,49.76005484460695,8752.0,42.582417582417584,51.9459706959707,47.224523612261805,48.45543851343355,48.224523612261805,51.775476387738195
93,BQB,53.51613749672002,46.48386250327998,7622.0,45.788365359305075,48.78915504080021,50.55004753497215,44.80510661415184,51.55004753497215,48.44995246502785
94,BRA,61.031386693269894,38.968613306730106,26062.0,52.713748886220124,42.87761980397474,58.777319747997204,36.797075523061366,59.777319747997204,40.222680252002796
95,BRB,62.536982248520715,37.463017751479285,8112.0,54.133466135458164,41.53386454183267,59.68439806566557,35.58157291931789,60.68439806566557,39.31560193433443
96,BRC,68.0,32.0,900.0,57.92474344355758,37.8563283922463,62.134944612286006,32.225579053373615,63.134944612286006,36.865055387713994
97,BSA,73.10212561930638,26.897874380693622,6257.0,66.39741518578353,29.1437802907916,70.2631983992612,25.19624442050177,71.2631983992612,28.7368016007388
98,BSB,71.80232558139535,28.197674418604652,3784.0,64.36013892599519,30.483569329414905,69.14138153647514,26.178179470626212,70.14138153647514,29.858618463524863
99,BTA,70.7375497430746,29.262450256925394,25883.0,62.66364453476103,34.29989448591191,68.89407980393658,27.123382093895994,69.89407980393658,30.105920196063423
100,BTB,72.40402381441183,27.59597618558817,24355.0,64.76262056870851,31.679819616685457,70.40777838313565,25.459955576044592,71.40777838313565,28.59222161686435
101,BTC,75.63025210084034,24.369747899159663,1309.0,66.12021857923497,29.039812646370024,71.7981072555205,24.164037854889592,72.7981072555205,27.201892744479494
102,BTD,79.69174977334542,20.30825022665458,1103.0,67.61729530818768,29.254829806807727,74.8812351543943,21.080760095011875,75.8812351543943,24.118764845605696
103,BUA,68.59275642797898,31.40724357202101,7234.0,60.64516129032258,34.31977559607293,65.72976138193529,28.780559215341825,66.72976138193529,33.27023861806471
104,BUB,69.55144579544293,30.448554204557066,9787.0,61.936612471702,32.5890100843795,67.8109234481246,27.46216275499013,68.8109234481246,31.189076551875402
105,BVA,71.39354544417836,28.606454555821642,17538.0,64.35558112773303,31.588032220943617,69.95644131511428,25.77719434333791,70.95644131511428,29.043558684885724
106,BVB,63.800657174151155,36.19934282584885,16434.0,56.314369789112305,38.91000490436488,61.00871648146916,34.21385321711358,62.00871648146916,37.99128351853084
107,BVC,73.32390381895333,26.676096181046677,10605.0,65.39637058261701,30.850047755491882,70.94694659813572,24.61886923948079,71.94694659813572,28.053053401864275
108,BXA,47.59141033081834,52.40858966918166,1723.0,40.25897586815774,54.73808122424956,46.080760095011875,49.287410926365794,47.080760095011875,52.919239904988125
109,BXB,63.63257220310709,36.36742779689292,9591.0,56.0321999788158,40.461815485647705,62.46269481596109,33.33701779595446,63.46269481596109,36.53730518403891
110,BXC,66.10169491525424,33.89830508474576,826.0,59.874213836477985,37.106918238993714,62.24165341812401,32.67090620031796,63.24165341812401,36.75834658187599
111,BZA,68.2191495997505,31.780850400249506,19238.0,60.4428391959799,35.18634840871022,65.77102803738318,29.731308411214954,66.77102803738318,33.228971962616825
112,BZB,59.831170322728845,40.16882967727116,17414.0,51.90897013804655,43.76480101657714,58.413229521909784,37.35924329193746,59.413229521909784,40.586770478090216
113,BZC,66.09008540339012,33.90991459660987,23067.0,56.78391959798995,37.8064234214551,61.792296197908016,33.04831479329238,62.792296197908016,37.207703802091984
114,CAA,55.590757633692036,44.40924236630797,18307.0,46.90804406798428,48.8014172618059,53.230666220287915,42.78540341479746,54.230666220287915,45.769333779712085
115,CBA,59.731861198738166,40.268138801261834,12680.0,51.66240409207161,44.0537084398977,58.246009995163625,37.68337901015637,59.246009995163625,40.753990004836375
116,CBB,31.521739130434785,68.47826086956522,368.0,24.725274725274726,71.15384615384616,28.353658536585364,67.07317073170732,29.353658536585364,70.64634146341464
117,CBC,30.201342281879196,69.79865771812081,149.0,24.0,73.33333333333334,31.61290322580645,66.45161290322581,32.61290322580645,67.38709677419355
118,CCA,38.192893401015226,61.807106598984774,4925.0,29.254341164453525,67.10929519918284,36.4900797709143,59.6850071589282,37.4900797709143,62.5099202290857
119,CCB,47.27592267135325,52.72407732864674,1138.0,42.0017873100983,54.15549597855228,46.954986760812,48.80847308031775,47.954986760812,52.045013239188
120,CDA,53.52652601667426,46.47347398332574,37303.0,45.87515299877601,50.879912960696316,52.330772267606065,44.43195967080689,53.330772267606065,46.669227732393935
121,CDB,54.10201616649633,45.897983833503666,10763.0,45.246428909280105,51.272348879008604,53.5737953232983,42.6583357000852,54.5737953232983,45.4262046767017
122,CDC,62.829278101749445,37.170721898250555,9946.0,51.78480626461914,45.601545815112374,60.754649817566964,35.845866334430895,61.754649817566964,38.245350182433036
123,CDD,65.52181603773585,34.478183962264154,6784.0,54.72861223876109,42.68531047962712,62.77805864509606,33.74620829120323,63.77805864509606,36.22194135490394
124,CDE,64.67722289890378,35.32277710109623,4105.0,54.53872718302911,42.25456339417859,60.77134986225895,35.94123048668503,61.77134986225895,38.22865013774105
125,CEA,63.315738963531665,36.68426103646833,16672.0,55.408132069703456,40.57474778355243,63.10170328313996,33.0227104418662,64.10170328313995,35.898296716860045
126,CEB,44.68726450640543,55.31273549359458,1327.0,36.475095785440615,60.15325670498085,43.121881682109766,53.3143264433357,44.121881682109766,55.878118317890234
127,CFA,40.775802355114294,59.22419764488571,8662.0,32.9372014447163,62.71699871839684,39.52788706317982,57.04697986577182,40.52788706317982,59.47211293682018
128,CGA,41.91616766467065,58.08383233532935,4342.0,35.38968683776783,61.007770190722866,43.2201319325678,53.115074517468855,44.2201319325678,55.7798680674322
129,CHA,39.636302407812764,60.363697592187236,5939.0,30.938566552901026,66.80887372013652,39.90498812351544,57.091957923311845,40.90498812351544,59.09501187648456
130,CIA,30.40849673202614,69.59150326797385,6120.0,22.689921180613783,75.18027838336408,29.724579941105144,67.00155898146544,30.724579941105144,69.27542005889485
131,CJA,29.45303550973654,70.54696449026346,6984.0,23.540462427745666,74.91329479768787,29.99089805825243,67.67293689320388,30.99089805825243,69.00910194174757
132,CJB,22.22222222222222,77.77777777777779,207.0,15.228426395939088,83.75634517766498,19.526627218934912,79.88165680473372,20.526627218934912,79.47337278106508
133,CKA,28.68501529051988,71.31498470948013,3270.0,21.784295753131683,76.32141765963948,27.05128205128205,70.99358974358975,28.05128205128205,71.94871794871796
134,CKB,46.2453531598513,53.7546468401487,1345.0,39.0881913303438,59.267563527653216,49.35849056603774,47.84905660377358,50.35849056603774,49.64150943396226
135,CLA,36.29910080454331,63.70089919545669,2113.0,26.40422467594815,70.85933749399904,39.02784332232185,58.329400660689004,40.02784332232185,59.97215667767815
136,CLB,43.51791530944625,56.48208469055375,3070.0,35.75197889182058,59.69656992084433,46.030494216614095,47.765509989484755,47.030494216614095,52.969505783385905
137,CLC,55.73596893752206,44.26403106247794,2833.0,48.166969147005446,47.80399274047187,55.26449643947101,39.39471007121058,56.26449643947101,43.73550356052899
138,CLD,28.57142857142857,71.42857142857143,14.0,13.333333333333334,80.0,28.57142857142857,57.14285714285714,29.57142857142857,70.42857142857143
139,CMA,52.41419205553412,47.58580794446587,25930.0,43.23859415927128,53.36408772821456,51.10795117904965,45.273926610577874,52.10795117904965,47.89204882095035
140,CMB,44.80090583128892,55.199094168711085,5299.0,35.86497890295359,60.817031070195625,43.95028160807924,52.32083899786366,44.95028160807924,55.04971839192076
141,CMC,45.5975934282078,54.402406571792206,8643.0,38.23218687639394,57.65934968893062,44.27357780406495,51.231315195182276,45.27357780406495,54.72642219593505
142,CMD,60.31022782355792,39.68977217644208,10315.0,51.570264360962035,44.33512224209898,59.608558969678526,36.54801744245006,60.608558969678526,39.391441030321474
143,CME,58.78829876750977,41.21170123249022,20203.0,49.035450964549035,47.94970205029795,56.83228296448287,39.46944159460648,57.83228296448287,42.16771703551713
144,CMF,58.16550779983427,41.83449220016573,27757.0,49.428686160697985,44.361698244076955,54.43501937375641,40.69187000383984,55.43501937375641,44.56498062624359
145,CMG,58.57437228115698,41.42562771884301,13103.0,49.472541110766365,44.53924914675768,57.11674066335858,37.03316792896318,58.11674066335858,41.88325933664142
146,CMH,52.25707727620505,47.74292272379495,6535.0,44.780937740199846,49.19292851652575,50.186846038863976,43.41056302939711,51.186846038863976,48.813153961136024
147,CMI,55.829771865406606,44.170228134593394,16613.0,46.965893086767494,46.8495499357051,51.10058512120368,44.47478406241292,52.10058512120368,47.89941487879632
148,CMJ,64.56472710870545,35.435272891294545,11085.0,54.74747474747475,39.09090909090909,58.37117546341101,35.92644978783592,59.37117546341101,40.62882453658899
149,CMK,64.54626334519573,35.45373665480427,6744.0,55.35470150387361,41.561598055597756,62.71874207456251,33.24879533350241,63.71874207456251,36.28125792543749
150,CNA,45.29737206085754,54.70262793914247,2892.0,37.8416257883672,59.00490539593554,43.90243902439025,52.598091198303294,44.90243902439025,55.09756097560975
151,COA,32.27471218737594,67.72528781262406,2519.0,26.28639808536099,71.28041483845233,32.19512195121951,66.0569105691057,33.19512195121951,66.8048780487805
152,CPA,28.106701366297983,71.89329863370202,3074.0,20.522141440846,76.93324520819564,25.46448087431694,71.29326047358833,26.46448087431694,73.53551912568307
153,CQA,54.394543816754606,45.6054561832454,7771.0,44.88240704243858,51.71462357114702,54.1742522756827,42.22366710013004,55.1742522756827,44.8257477243173
154,CQB,51.72136422136422,48.27863577863578,12432.0,42.07875835878808,55.40328572607942,51.456389452332665,44.90872210953347,52.456389452332665,47.543610547667335
155,CQC,58.30491962981004,41.69508037018997,2053.0,48.6783042394015,49.077306733167084,60.20833333333333,36.94444444444444,61.20833333333333,38.79166666666667
156,CZZ,45.39143848823756,54.60856151176243,2593.0,30.691325407309556,65.0814619110524,45.75578756241489,48.161597821152974,46.75578756241489,53.24421243758511
157,DAA,37.34049559562032,62.65950440437968,48588.0,28.232076014972645,67.48591172720168,32.00746370545669,63.03872934965639,33.00746370545669,66.9925362945433
158,DAB,24.756493506493506,75.2435064935065,7392.0,19.067681435172602,76.37945093775483,21.067589274681826,74.78067465711109,22.067589274681826,77.93241072531818
159,DAC,26.256983240223462,73.74301675977654,179.0,19.230769230769234,80.21978021978022,28.26086956521739,70.1086956521739,29.26086956521739,70.73913043478261
160,DAD,43.63354037267081,56.36645962732919,644.0,30.153846153846153,62.30769230769231,32.94392523364486,61.44859813084113,33.94392523364486,66.05607476635514
161,DAE,42.26075786769428,57.73924213230571,3114.0,31.53326904532305,62.39151398264224,33.85757972913937,60.7907383136741,34.85757972913937,65.14242027086064
162,DAF,46.13752122241087,53.86247877758913,4712.0,31.090289608177173,63.90545144804088,37.33084461035931,57.81614559029397,38.33084461035931,61.66915538964069
163,DAG,47.781569965870304,52.218430034129696,879.0,36.44646924829157,60.47835990888383,43.42629482071713,52.43027888446215,44.42629482071713,55.57370517928287
164,DAH,49.560201874549385,50.43979812545061,6935.0,34.083044982698965,61.36101499423298,39.63904478925938,56.31121382194344,40.63904478925938,59.36095521074062
